agatha,aggy,,,,,,,,,,,,,,,
agnes,aggy,,,,,,,,,,,,,,,
agnes,inez,,,,,,,,,,,,,,,
agnes,nessa,,,,,,,,,,,,,,,
aileen,allie,,,,,,,,,,,,,,,
aileen,lena,,,,,,,,,,,,,,,
alan,al,,,,,,,,,,,,,,,
albert,al,,,,,,,,,,,,,,,
albert,bert,,,,,,,,,,,,,,,
alberta,allie,,,,,,,,,,,,,,,
alberta,bert,,,,,,,,,,,,,,,
alberta,bertie,,,,,,,,,,,,,,,
aldo,al,,,,,,,,,,,,,,,
aldrich,rich,,,,,,,,,,,,,,,
aldrich,riche,,,,,,,,,,,,,,,
alexander,al,,,,,,,,,,,,,,,
alexander,alex,,,,,,,,,,,,,,,
alexander,sandy,,,,,,,,,,,,,,,
alexandra,alex,,,,,,,,,,,,,,,
alexandra,alla,,,,,,,,,,,,,,,
alexandra,sandra,,,,,,,,,,,,,,,
alexandra,sandy,,,,,,,,,,,,,,,
alfonse,al,,,,,,,,,,,,,,,
alfred,al,,,,,,,,,,,,,,,
alfred,fred,,,,,,,,,,,,,,,
alfred,freddy,,,,,,,,,,,,,,,
alfreda,alfy,,,,,,,,,,,,,,,
alfreda,freda,,,,,,,,,,,,,,,
alfreda,freddy,,,,,,,,,,,,,,,
alfreda,frieda,,,,,,,,,,,,,,,
alice,allie,,,,,,,,,,,,,,,
alice,elsie,,,,,,,,,,,,,,,
alice,lisa,,,,,,,,,,,,,,,
alicia,allie,,,,,,,,,,,,,,,
alicia,elsie,,,,,,,,,,,,,,,
alicia,lisa,,,,,,,,,,,,,,,
allan,al,,,,,,,,,,,,,,,
allen,al,,,,,,,,,,,,,,,
allisandra,allie,,,,,,,,,,,,,,,
almena,allie,,,,,,,,,,,,,,,
almena,mena,,,,,,,,,,,,,,,
alonzo,al,,,,,,,,,,,,,,,
alonzo,lon,,,,,,,,,,,,,,,
alonzo,lonzo,,,,,,,,,,,,,,,
amanda,manda,,,,,,,,,,,,,,,
amanda,mandy,,,,,,,,,,,,,,,
amelia,amy,,,,,,,,,,,,,,,
amelia,emily,,,,,,,,,,,,,,,
amelia,mel,,,,,,,,,,,,,,,
amelia,millie,,,,,,,,,,,,,,,
anderson,andy,,,,,,,,,,,,,,,
andrew,andy,,,,,,,,,,,,,,,
andrew,drew,,,,,,,,,,,,,,,
ann,annie,,,,,,,,,,,,,,,
ann,nan,,,,,,,,,,,,,,,
ann,nana,,,,,,,,,,,,,,,
ann,nancy,,,,,,,,,,,,,,,
ann,nanny,,,,,,,,,,,,,,,
anne,annie,,,,,,,,,,,,,,,
anne,nan,,,,,,,,,,,,,,,
anne,nana,,,,,,,,,,,,,,,
anne,nancy,,,,,,,,,,,,,,,
anne,nanny,,,,,,,,,,,,,,,
anthony,tony,,,,,,,,,,,,,,,
antoinette,ann,,,,,,,,,,,,,,,
antoinette,netta,,,,,,,,,,,,,,,
antoinette,tony,,,,,,,,,,,,,,,
antonia,ann,,,,,,,,,,,,,,,
antonia,netta,,,,,,,,,,,,,,,
antonia,tony,,,,,,,,,,,,,,,
arabella,ara,,,,,,,,,,,,,,,
arabella,arry,,,,,,,,,,,,,,,
arabella,bella,,,,,,,,,,,,,,,
arabella,belle,,,,,,,,,,,,,,,
arabelle,ara,,,,,,,,,,,,,,,
arabelle,arry,,,,,,,,,,,,,,,
arabelle,bella,,,,,,,,,,,,,,,
arabelle,belle,,,,,,,,,,,,,,,
archibald,archie,,,,,,,,,,,,,,,
arlene,arly,,,,,,,,,,,,,,,
arlene,lena,,,,,,,,,,,,,,,
armena,arry,,,,,,,,,,,,,,,
armena,mena,,,,,,,,,,,,,,,
arthur,art,,,,,,,,,,,,,,,
asahel,asa,,,,,,,,,,,,,,,
asaph,asa,,,,,,,,,,,,,,,
asenath,assene,,,,,,,,,,,,,,,
asenath,natty,,,,,,,,,,,,,,,
asenath,sene,,,,,,,,,,,,,,,
august,gus,,,,,,,,,,,,,,,
augusta,aggy,,,,,,,,,,,,,,,
augusta,gatsy,,,,,,,,,,,,,,,
augusta,gussie,,,,,,,,,,,,,,,
augusta,tina,,,,,,,,,,,,,,,
augustina,aggy,,,,,,,,,,,,,,,
augustina,gatsy,,,,,,,,,,,,,,,
augustina,gussie,,,,,,,,,,,,,,,
augustina,tina,,,,,,,,,,,,,,,
augustine,august,,,,,,,,,,,,,,,
augustine,austin,,,,,,,,,,,,,,,
augustine,gus,,,,,,,,,,,,,,,
augustine,gus,,,,,,,,,,,,,,,
augustus,august,,,,,,,,,,,,,,,
augustus,austin,,,,,,,,,,,,,,,
augustus,gus,,,,,,,,,,,,,,,
azariah,aze,,,,,,,,,,,,,,,
azariah,riah,,,,,,,,,,,,,,,
barbara,bab,,,,,,,,,,,,,,,
barbara,babs,,,,,,,,,,,,,,,
barbara,barby,,,,,,,,,,,,,,,
barbara,bobbie,,,,,,,,,,,,,,,
barnabas,barney,,,,,,,,,,,,,,,
bartholomew,bart,,,,,,,,,,,,,,,
bartholomew,bartel,,,,,,,,,,,,,,,
bartholomew,bat,,,,,,,,,,,,,,,
bartholomew,mees,,,,,,,,,,,,,,,
bartholomew,meus,,,,,,,,,,,,,,,
beatrice,bea,,,,,,,,,,,,,,,
beatrice,trisha,,,,,,,,,,,,,,,
beatrice,trix,,,,,,,,,,,,,,,
beatrice,trixie,,,,,,,,,,,,,,,
belinda,belle,,,,,,,,,,,,,,,
belinda,linda,,,,,,,,,,,,,,,
benedict,ben,,,,,,,,,,,,,,,
benedict,bennie,,,,,,,,,,,,,,,
benjamin,ben,,,,,,,,,,,,,,,
benjamin,benjy,,,,,,,,,,,,,,,
benjamin,bennie,,,,,,,,,,,,,,,
benjamin,jamie,,,,,,,,,,,,,,,
bernard,barney,,,,,,,,,,,,,,,
bernard,berney,,,,,,,,,,,,,,,
bernard,bernie,,,,,,,,,,,,,,,
bertha,bert,,,,,,,,,,,,,,,
bertha,bertie,,,,,,,,,,,,,,,
bertha,birdie,,,,,,,,,,,,,,,
bill,fred,,,,,,,,,,,,,,,
billy,fred,,,,,,,,,,,,,,,
bradford,brad,,,,,,,,,,,,,,,
bradford,ford,,,,,,,,,,,,,,,
bridget,biddie,,,,,,,,,,,,,,,
bridget,biddy,,,,,,,,,,,,,,,
bridget,bridgie,,,,,,,,,,,,,,,
bridget,bridie,,,,,,,,,,,,,,,
broderick,brady,,,,,,,,,,,,,,,
broderick,brody,,,,,,,,,,,,,,,
broderick,rick,,,,,,,,,,,,,,,
broderick,ricky,,,,,,,,,,,,,,,
calvin,cal,,,,,,,,,,,,,,,
calvin,vin,,,,,,,,,,,,,,,
calvin,vinny,,,,,,,,,,,,,,,
cameron,cam,,,,,,,,,,,,,,,
cameron,ron,,,,,,,,,,,,,,,
cameron,ronny,,,,,,,,,,,,,,,
camille,cammie,,,,,,,,,,,,,,,
camille,millie,,,,,,,,,,,,,,,
carol,carrie,,,,,,,,,,,,,,,
carol,cassie,,,,,,,,,,,,,,,
carol,lynn,,,,,,,,,,,,,,,
carolann,carol,,,,,,,,,,,,,,,
carolann,carole,,,,,,,,,,,,,,,
caroline,carol,,,,,,,,,,,,,,,
caroline,carole,,,,,,,,,,,,,,,
caroline,carrie,,,,,,,,,,,,,,,
caroline,cassie,,,,,,,,,,,,,,,
caroline,lynn,,,,,,,,,,,,,,,
carolyn,carrie,,,,,,,,,,,,,,,
carolyn,cassie,,,,,,,,,,,,,,,
carolyn,lynn,,,,,,,,,,,,,,,
casey,k.c.,,,,,,,,,,,,,,,
cassandra,cassie,,,,,,,,,,,,,,,
cassandra,sandra,,,,,,,,,,,,,,,
cassandra,sandy,,,,,,,,,,,,,,,
catherine,cassie,,,,,,,,,,,,,,,
catherine,cathy,,,,,,,,,,,,,,,
catherine,kathy,,,,,,,,,,,,,,,
catherine,katy,,,,,,,,,,,,,,,
catherine,kay,,,,,,,,,,,,,,,
catherine,kit,,,,,,,,,,,,,,,
catherine,kittie,,,,,,,,,,,,,,,
catherine,lena,,,,,,,,,,,,,,,
catherine,trina,,,,,,,,,,,,,,,
cathleen,cassie,,,,,,,,,,,,,,,
cathleen,cathy,,,,,,,,,,,,,,,
cathleen,kathy,,,,,,,,,,,,,,,
cathleen,katy,,,,,,,,,,,,,,,
cathleen,kay,,,,,,,,,,,,,,,
cathleen,kit,,,,,,,,,,,,,,,
cathleen,kittie,,,,,,,,,,,,,,,
cathleen,lena,,,,,,,,,,,,,,,
cathleen,trina,,,,,,,,,,,,,,,
cecilia,celia,,,,,,,,,,,,,,,
cecilia,cissy,,,,,,,,,,,,,,,
cedric,ced,,,,,,,,,,,,,,,
cedric,rick,,,,,,,,,,,,,,,
cedric,ricky,,,,,,,,,,,,,,,
charles,carl,,,,,,,,,,,,,,,
charles,charlie,,,,,,,,,,,,,,,
charles,chick,,,,,,,,,,,,,,,
charles,chuck,,,,,,,,,,,,,,,
charles,chuck,,,,,,,,,,,,,,,
charlotte,char,,,,,,,,,,,,,,,
charlotte,lotta,,,,,,,,,,,,,,,
charlotte,lottie,,,,,,,,,,,,,,,
charlotte,sherry,,,,,,,,,,,,,,,
chauncey,chan,,,,,,,,,,,,,,,
chester,chet,,,,,,,,,,,,,,,
christa,chris,,,,,,,,,,,,,,,
christian,chris,,,,,,,,,,,,,,,
christian,chris,,,,,,,,,,,,,,,
christian,kit,,,,,,,,,,,,,,,
christiana,ann,,,,,,,,,,,,,,,
christiana,chris,,,,,,,,,,,,,,,
christiana,christy,,,,,,,,,,,,,,,
christiana,crissy,,,,,,,,,,,,,,,
christiana,kris,,,,,,,,,,,,,,,
christiana,kristy,,,,,,,,,,,,,,,
christiana,tina,,,,,,,,,,,,,,,
christina,chris,,,,,,,,,,,,,,,
christina,christy,,,,,,,,,,,,,,,
christina,crissy,,,,,,,,,,,,,,,
christina,kris,,,,,,,,,,,,,,,
christina,kristy,,,,,,,,,,,,,,,
christina,tina,,,,,,,,,,,,,,,
christina,tina,,,,,,,,,,,,,,,
christine,chris,,,,,,,,,,,,,,,
christine,chrissy,,,,,,,,,,,,,,,
christine,crissy,,,,,,,,,,,,,,,
christine,kris,,,,,,,,,,,,,,,
christine,kristy,,,,,,,,,,,,,,,
christine,tina,,,,,,,,,,,,,,,
christopher,chris,,,,,,,,,,,,,,,
christopher,kit,,,,,,,,,,,,,,,
clarence,clair,,,,,,,,,,,,,,,
clarence,clare,,,,,,,,,,,,,,,
clarinda,clara,,,,,,,,,,,,,,,
clarissa,cissy,,,,,,,,,,,,,,,
clarissa,clara,,,,,,,,,,,,,,,
clement,clem,,,,,,,,,,,,,,,
clement,clem,,,,,,,,,,,,,,,
clifford,cliff,,,,,,,,,,,,,,,
clifford,ford,,,,,,,,,,,,,,,
clifton,cliff,,,,,,,,,,,,,,,
clifton,tony,,,,,,,,,,,,,,,
columbus,clum,,,,,,,,,,,,,,,
conrad,con,,,,,,,,,,,,,,,
conrad,conny,,,,,,,,,,,,,,,
constance,connie,,,,,,,,,,,,,,,
cordelia,cordy,,,,,,,,,,,,,,,
cordelia,delia,,,,,,,,,,,,,,,
cornelia,cornie,,,,,,,,,,,,,,,
cornelia,corny,,,,,,,,,,,,,,,
cornelia,nelia,,,,,,,,,,,,,,,
cornelia,nelle,,,,,,,,,,,,,,,
cornelia,nelly,,,,,,,,,,,,,,,
cornelius,con,,,,,,,,,,,,,,,
cornelius,conny,,,,,,,,,,,,,,,
cornelius,corny,,,,,,,,,,,,,,,
cornelius,niel,,,,,,,,,,,,,,,
courtney,court,,,,,,,,,,,,,,,
courtney,curt,,,,,,,,,,,,,,,
curtis,curt,,,,,,,,,,,,,,,
cynthia,cindy,,,,,,,,,,,,,,,
cynthia,cindy,,,,,,,,,,,,,,,
cynthia,cintha,,,,,,,,,,,,,,,
cyrenius,cene,,,,,,,,,,,,,,,
cyrenius,cy,,,,,,,,,,,,,,,
cyrenius,renius,,,,,,,,,,,,,,,
cyrenius,serene,,,,,,,,,,,,,,,
cyrenius,swene,,,,,,,,,,,,,,,
dal,dahl,,,,,,,,,,,,,,,
dalton,dahl,,,,,,,,,,,,,,,
daniel,dan,,,,,,,,,,,,,,,
daniel,danny,,,,,,,,,,,,,,,
darlene,darry,,,,,,,,,,,,,,,
darlene,lena,,,,,,,,,,,,,,,
david,dave,,,,,,,,,,,,,,,
david,davey,,,,,,,,,,,,,,,
david,day,,,,,,,,,,,,,,,
debora,deb,,,,,,,,,,,,,,,
debora,debbie,,,,,,,,,,,,,,,
debora,debby,,,,,,,,,,,,,,,
deborah,deb,,,,,,,,,,,,,,,
deborah,debbie,,,,,,,,,,,,,,,
deborah,debby,,,,,,,,,,,,,,,
debra,deb,,,,,,,,,,,,,,,
debra,debbie,,,,,,,,,,,,,,,
delbert,bert,,,,,,,,,,,,,,,
delbert,del,,,,,,,,,,,,,,,
deliverance,della,,,,,,,,,,,,,,,
deliverance,delly,,,,,,,,,,,,,,,
deliverance,dilly,,,,,,,,,,,,,,,
delores,dee,,,,,,,,,,,,,,,
delores,dell,,,,,,,,,,,,,,,
delores,della,,,,,,,,,,,,,,,
delores,lola,,,,,,,,,,,,,,,
delores,lolly,,,,,,,,,,,,,,,
dennis,denny,,,,,,,,,,,,,,,
dennison,denny,,,,,,,,,,,,,,,
derrick,eric,,,,,,,,,,,,,,,
derrick,rick,,,,,,,,,,,,,,,
derrick,rick,,,,,,,,,,,,,,,
derrick,ricky,,,,,,,,,,,,,,,
dicey,dicie,,,,,,,,,,,,,,,
domenic,dom,,,,,,,,,,,,,,,
dominic,dom,,,,,,,,,,,,,,,
donald,don,,,,,,,,,,,,,,,
donald,donnie,,,,,,,,,,,,,,,
donald,donny,,,,,,,,,,,,,,,
donald,dony,,,,,,,,,,,,,,,
dorcus,darkey,,,,,,,,,,,,,,,
dorothy,dolly,,,,,,,,,,,,,,,
dorothy,dortha,,,,,,,,,,,,,,,
dorothy,dot,,,,,,,,,,,,,,,
dorothy,dotty,,,,,,,,,,,,,,,
ebenezer,eb,,,,,,,,,,,,,,,
ebenezer,ebbie,,,,,,,,,,,,,,,
ebenezer,eben,,,,,,,,,,,,,,,
edgar,ed,,,,,,,,,,,,,,,
edgar,eddie,,,,,,,,,,,,,,,
edgar,eddy,,,,,,,,,,,,,,,
edith,edie,,,,,,,,,,,,,,,
edith,edie,,,,,,,,,,,,,,,
edith,edye,,,,,,,,,,,,,,,
edmond,ed,,,,,,,,,,,,,,,
edmond,eddie,,,,,,,,,,,,,,,
edmond,eddy,,,,,,,,,,,,,,,
edmund,ed,,,,,,,,,,,,,,,
edmund,ed,,,,,,,,,,,,,,,
edmund,eddie,,,,,,,,,,,,,,,
edmund,eddy,,,,,,,,,,,,,,,
edmund,ned,,,,,,,,,,,,,,,
edmund,ted,,,,,,,,,,,,,,,
eduardo,ed,,,,,,,,,,,,,,,
eduardo,eddie,,,,,,,,,,,,,,,
eduardo,eddy,,,,,,,,,,,,,,,
edward,ed,,,,,,,,,,,,,,,
edward,eddie,,,,,,,,,,,,,,,
edward,eddy,,,,,,,,,,,,,,,
edward,ned,,,,,,,,,,,,,,,
edward,ted,,,,,,,,,,,,,,,
edward,teddy,,,,,,,,,,,,,,,
edwin,ed,,,,,,,,,,,,,,,
edwin,eddie,,,,,,,,,,,,,,,
edwin,eddy,,,,,,,,,,,,,,,
edwin,ned,,,,,,,,,,,,,,,
edwin,win,,,,,,,,,,,,,,,
edyth,edie,,,,,,,,,,,,,,,
edyth,edye,,,,,,,,,,,,,,,
edythe,edie,,,,,,,,,,,,,,,
edythe,edye,,,,,,,,,,,,,,,
elbert,albert,,,,,,,,,,,,,,,
eleanor,elaine,,,,,,,,,,,,,,,
eleanor,ellen,,,,,,,,,,,,,,,
eleanor,ellen,,,,,,,,,,,,,,,
eleanor,ellie,,,,,,,,,,,,,,,
eleanor,lanna,,,,,,,,,,,,,,,
eleanor,lenora,,,,,,,,,,,,,,,
eleanor,nelly,,,,,,,,,,,,,,,
eleanor,nora,,,,,,,,,,,,,,,
eleazer,lazar,,,,,,,,,,,,,,,
elias,eli,,,,,,,,,,,,,,,
elias,lee,,,,,,,,,,,,,,,
elias,lias,,,,,,,,,,,,,,,
elijah,eli,,,,,,,,,,,,,,,
elijah,lige,,,,,,,,,,,,,,,
eliphalet,left,,,,,,,,,,,,,,,
elisha,eli,,,,,,,,,,,,,,,
elisha,lish,,,,,,,,,,,,,,,
elizabeth,bess,,,,,,,,,,,,,,,
elizabeth,bessie,,,,,,,,,,,,,,,
elizabeth,beth,,,,,,,,,,,,,,,
elizabeth,betsy,,,,,,,,,,,,,,,
elizabeth,betty,,,,,,,,,,,,,,,
elizabeth,eliza,,,,,,,,,,,,,,,
elizabeth,lib,,,,,,,,,,,,,,,
elizabeth,libby,,,,,,,,,,,,,,,
elizabeth,lisa,,,,,,,,,,,,,,,
elizabeth,liz,,,,,,,,,,,,,,,
elizabeth,liza,,,,,,,,,,,,,,,
elizabeth,lizzie,,,,,,,,,,,,,,,
ellswood,elsey,,,,,,,,,,,,,,,
elmira,ellie,,,,,,,,,,,,,,,
elmira,elly,,,,,,,,,,,,,,,
elmira,mira,,,,,,,,,,,,,,,
elouise,louise,,,,,,,,,,,,,,,
elsie,elsey,,,,,,,,,,,,,,,
elswood,elsey,,,,,,,,,,,,,,,
elwood,woody,,,,,,,,,,,,,,,
elze,elsey,,,,,,,,,,,,,,,
emanuel,manny,,,,,,,,,,,,,,,
emanuel,manuel,,,,,,,,,,,,,,,
emeline,em,,,,,,,,,,,,,,,
emeline,emily,,,,,,,,,,,,,,,
emeline,emma,,,,,,,,,,,,,,,
emeline,emmy,,,,,,,,,,,,,,,
emeline,milly,,,,,,,,,,,,,,,
emily,emma,,,,,,,,,,,,,,,
emily,emmy,,,,,,,,,,,,,,,
emily,millie,,,,,,,,,,,,,,,
epaphroditius,dite,,,,,,,,,,,,,,,
epaphroditius,ditus,,,,,,,,,,,,,,,
epaphroditius,dyce,,,,,,,,,,,,,,,
epaphroditius,dyche,,,,,,,,,,,,,,,
epaphroditius,eppa,,,,,,,,,,,,,,,
ephraim,eph,,,,,,,,,,,,,,,
eric,rick,,,,,,,,,,,,,,,
eric,ricky,,,,,,,,,,,,,,,
ernest,ernie,,,,,,,,,,,,,,,
estella,essy,,,,,,,,,,,,,,,
estella,stella,,,,,,,,,,,,,,,
estelle,essy,,,,,,,,,,,,,,,
estelle,stella,,,,,,,,,,,,,,,
eugene,gene,,,,,,,,,,,,,,,
evaline,eva,,,,,,,,,,,,,,,
evaline,eve,,,,,,,,,,,,,,,
evaline,lena,,,,,,,,,,,,,,,
ezekiel,ez,,,,,,,,,,,,,,,
ezekiel,zeke,,,,,,,,,,,,,,,
ezra,ez,,,,,,,,,,,,,,,
faith,fay,,,,,,,,,,,,,,,
feltie,felty,,,,,,,,,,,,,,,
ferdinand,ferdie,,,,,,,,,,,,,,,
ferdinand,fred,,,,,,,,,,,,,,,
ferdinand,freddie,,,,,,,,,,,,,,,
ferdinand,freddy,,,,,,,,,,,,,,,
fidelia,delia,,,,,,,,,,,,,,,
florence,flo,,,,,,,,,,,,,,,
florence,flora,,,,,,,,,,,,,,,
florence,flossy,,,,,,,,,,,,,,,
frances,cissy,,,,,,,,,,,,,,,
frances,fanny,,,,,,,,,,,,,,,
frances,fran,,,,,,,,,,,,,,,
frances,francie,,,,,,,,,,,,,,,
frances,frankie,,,,,,,,,,,,,,,
frances,frannie,,,,,,,,,,,,,,,
frances,franniey,,,,,,,,,,,,,,,
frances,sis,,,,,,,,,,,,,,,
francine,fran,,,,,,,,,,,,,,,
francine,francie,,,,,,,,,,,,,,,
francine,frannie,,,,,,,,,,,,,,,
francine,franniey,,,,,,,,,,,,,,,
francis,fran,,,,,,,,,,,,,,,
francis,fran,,,,,,,,,,,,,,,
francis,frank,,,,,,,,,,,,,,,
francis,frankie,,,,,,,,,,,,,,,
franklin,fran,,,,,,,,,,,,,,,
franklin,frank,,,,,,,,,,,,,,,
franklind,frank,,,,,,,,,,,,,,,
frederick,fred,,,,,,,,,,,,,,,
frederick,fred,,,,,,,,,,,,,,,
frederick,freddie,,,,,,,,,,,,,,,
frederick,freddy,,,,,,,,,,,,,,,
frederick,freddy,,,,,,,,,,,,,,,
frederick,fritz,,,,,,,,,,,,,,,
fredericka,freda,,,,,,,,,,,,,,,
fredericka,freddy,,,,,,,,,,,,,,,
fredericka,frieda,,,,,,,,,,,,,,,
fredericka,ricka,,,,,,,,,,,,,,,
frieda,fred,,,,,,,,,,,,,,,
frieda,freddie,,,,,,,,,,,,,,,
frieda,freddy,,,,,,,,,,,,,,,
gabriel,gabby,,,,,,,,,,,,,,,
gabriel,gabe,,,,,,,,,,,,,,,
gabriella,ella,,,,,,,,,,,,,,,
gabriella,gabby,,,,,,,,,,,,,,,
gabrielle,ella,,,,,,,,,,,,,,,
gabrielle,gabby,,,,,,,,,,,,,,,
genevieve,eve,,,,,,,,,,,,,,,
genevieve,jean,,,,,,,,,,,,,,,
genevieve,jenny,,,,,,,,,,,,,,,
geoffrey,geoff,,,,,,,,,,,,,,,
geoffrey,jeff,,,,,,,,,,,,,,,
gerald,gerry,,,,,,,,,,,,,,,
gerald,jerry,,,,,,,,,,,,,,,
geraldine,dina,,,,,,,,,,,,,,,
geraldine,gerrie,,,,,,,,,,,,,,,
geraldine,gerry,,,,,,,,,,,,,,,
geraldine,jerry,,,,,,,,,,,,,,,
gertrude,gert,,,,,,,,,,,,,,,
gertrude,gertie,,,,,,,,,,,,,,,
gertrude,trudy,,,,,,,,,,,,,,,
gilbert,bert,,,,,,,,,,,,,,,
gilbert,bert,,,,,,,,,,,,,,,
gilbert,gil,,,,,,,,,,,,,,,
gilbert,wilber,,,,,,,,,,,,,,,
gwendolyn,gwen,,,,,,,,,,,,,,,
gwendolyn,wendy,,,,,,,,,,,,,,,
hannah,anna,,,,,,,,,,,,,,,
hannah,nan,,,,,,,,,,,,,,,
hannah,nanny,,,,,,,,,,,,,,,
harold,hal,,,,,,,,,,,,,,,
harold,harry,,,,,,,,,,,,,,,
harriet,hattie,,,,,,,,,,,,,,,
helen,ella,,,,,,,,,,,,,,,
helen,ellen,,,,,,,,,,,,,,,
helen,ellie,,,,,,,,,,,,,,,
helen,lena,,,,,,,,,,,,,,,
helene,ella,,,,,,,,,,,,,,,
helene,ellen,,,,,,,,,,,,,,,
helene,ellie,,,,,,,,,,,,,,,
helene,lena,,,,,,,,,,,,,,,
heloise,eloise,,,,,,,,,,,,,,,
heloise,elouise,,,,,,,,,,,,,,,
heloise,lois,,,,,,,,,,,,,,,
henrietta,etta,,,,,,,,,,,,,,,
henrietta,etty,,,,,,,,,,,,,,,
henrietta,hank,,,,,,,,,,,,,,,
henrietta,nettie,,,,,,,,,,,,,,,
henrietta,retta,,,,,,,,,,,,,,,
henry,hal,,,,,,,,,,,,,,,
henry,hank,,,,,,,,,,,,,,,
henry,harry,,,,,,,,,,,,,,,
hephsibah,hipsie,,,,,,,,,,,,,,,
hepsibah,hipsie,,,,,,,,,,,,,,,
herbert,bert,,,,,,,,,,,,,,,
herbert,herb,,,,,,,,,,,,,,,
hermione,hermie,,,,,,,,,,,,,,,
hester,esther,,,,,,,,,,,,,,,
hester,hessy,,,,,,,,,,,,,,,
hester,hetty,,,,,,,,,,,,,,,
hezekiah,hez,,,,,,,,,,,,,,,
hezekiah,hy,,,,,,,,,,,,,,,
hezekiah,kiah,,,,,,,,,,,,,,,
hiram,hy,,,,,,,,,,,,,,,
hopkins,hop,,,,,,,,,,,,,,,
hopkins,hopp,,,,,,,,,,,,,,,
horace,horry,,,,,,,,,,,,,,,
hubert,bert,,,,,,,,,,,,,,,
hubert,bert,,,,,,,,,,,,,,,
hubert,hub,,,,,,,,,,,,,,,
hubert,hugh,,,,,,,,,,,,,,,
ignatius,iggy,,,,,,,,,,,,,,,
ignatius,nace,,,,,,,,,,,,,,,
ignatius,nate,,,,,,,,,,,,,,,
ignatius,natius,,,,,,,,,,,,,,,
irene,rena,,,,,,,,,,,,,,,
irving,irv,,,,,,,,,,,,,,,
isaac,ike,,,,,,,,,,,,,,,
isaac,zeke,,,,,,,,,,,,,,,
isabel,bell,,,,,,,,,,,,,,,
isabel,bella,,,,,,,,,,,,,,,
isabel,belle,,,,,,,,,,,,,,,
isabel,ib,,,,,,,,,,,,,,,
isabel,issy,,,,,,,,,,,,,,,
isabel,nib,,,,,,,,,,,,,,,
isabel,nibby,,,,,,,,,,,,,,,
isabel,tibbie,,,,,,,,,,,,,,,
isabella,bella,,,,,,,,,,,,,,,
isabella,belle,,,,,,,,,,,,,,,
isabella,ib,,,,,,,,,,,,,,,
isabella,issy,,,,,,,,,,,,,,,
isabella,nib,,,,,,,,,,,,,,,
isabella,nibby,,,,,,,,,,,,,,,
isabella,tibbie,,,,,,,,,,,,,,,
isabelle,bella,,,,,,,,,,,,,,,
isabelle,belle,,,,,,,,,,,,,,,
isabelle,ib,,,,,,,,,,,,,,,
isabelle,issy,,,,,,,,,,,,,,,
isabelle,nib,,,,,,,,,,,,,,,
isabelle,nibby,,,,,,,,,,,,,,,
isabelle,tibbie,,,,,,,,,,,,,,,
isadora,dora,,,,,,,,,,,,,,,
isadora,issy,,,,,,,,,,,,,,,
isidore,izzy,,,,,,,,,,,,,,,
jacob,jaap,,,,,,,,,,,,,,,
jacob,jake,,,,,,,,,,,,,,,
jacob,jay,,,,,,,,,,,,,,,
jacob,jay,,,,,,,,,,,,,,,
jacobus,jacob,,,,,,,,,,,,,,,
james,jamie,,,,,,,,,,,,,,,
james,jem,,,,,,,,,,,,,,,
james,jim,,,,,,,,,,,,,,,
james,jimmie,,,,,,,,,,,,,,,
james,jimmy,,,,,,,,,,,,,,,
jane,janie,,,,,,,,,,,,,,,
jane,jean,,,,,,,,,,,,,,,
jane,jennie,,,,,,,,,,,,,,,
jane,jessie,,,,,,,,,,,,,,,
janet,jan,,,,,,,,,,,,,,,
janet,jan,,,,,,,,,,,,,,,
janet,jessie,,,,,,,,,,,,,,,
janice,jan,,,,,,,,,,,,,,,
jean,jane,,,,,,,,,,,,,,,
jean,jeannie,,,,,,,,,,,,,,,
jeanette,janet,,,,,,,,,,,,,,,
jeanette,jean,,,,,,,,,,,,,,,
jeanette,jessie,,,,,,,,,,,,,,,
jeanette,nettie,,,,,,,,,,,,,,,
jeanne,jane,,,,,,,,,,,,,,,
jeanne,jeannie,,,,,,,,,,,,,,,
jedidiah,jed,,,,,,,,,,,,,,,
jefferson,jeff,,,,,,,,,,,,,,,
jefferson,sonny,,,,,,,,,,,,,,,
jeffrey,geoff,,,,,,,,,,,,,,,
jeffrey,jeff,,,,,,,,,,,,,,,
jeffrey,jeff,,,,,,,,,,,,,,,
jehiel,hiel,,,,,,,,,,,,,,,
jemima,mima,,,,,,,,,,,,,,,
jennifer,jennie,,,,,,,,,,,,,,,
jeremiah,jereme,,,,,,,,,,,,,,,
jeremiah,jerry,,,,,,,,,,,,,,,
jessica,jessie,,,,,,,,,,,,,,,
joan,jo,,,,,,,,,,,,,,,
joan,nonie,,,,,,,,,,,,,,,
joann,jo,,,,,,,,,,,,,,,
joanna,hannah,,,,,,,,,,,,,,,
joanna,jo,,,,,,,,,,,,,,,
joanna,joan,,,,,,,,,,,,,,,
joanna,jody,,,,,,,,,,,,,,,
joanne,jo,,,,,,,,,,,,,,,
johanna,jo,,,,,,,,,,,,,,,
johannah,hannah,,,,,,,,,,,,,,,
johannah,joan,,,,,,,,,,,,,,,
johannah,jody,,,,,,,,,,,,,,,
johannah,nonie,,,,,,,,,,,,,,,
john,jack,,,,,,,,,,,,,,,
john,jock,,,,,,,,,,,,,,,
john,johnny,,,,,,,,,,,,,,,
jon,john,,,,,,,,,,,,,,,
jon,nathan,,,,,,,,,,,,,,,
jonathan,john,,,,,,,,,,,,,,,
